rowid,id,koi_name,kepler_name,planet_status,data_disposition,period,period_err1,period_err2,impact_parameter,impact_parameter_err1,impact_parameter_err2,transit_duration,transit_duration_err1,transit_duration_err2,transit_depth,transit_depth_err1,transit_depth_err2,radius,radius_prad_err1,radiusprad_err2,sma,inclination,eq_temp,mse_stat,mme_stat,signal_to_noise,num_transits,oedc_stat,stellar_eff_temp,stellar_eff_temp_err1,stellar_eff_temp_err2,stellar_surf_grav,stellar_surf_grav_err1,stellar_surf_grav_err2,stellar_metal,stellar_metal_err1,stellar_metal_err2,stellar_radius,stellar_radius_err1,stellar_radius_err2,stellar_mass,stellar_mass_err1,stellar_mass_err2,ra,dec,disposition_num
9137,7133286,K07581.01,,FALSE POSITIVE,FALSE POSITIVE,38.51077573,1.17e-05,-1.17e-05,0.467,0.002,-0.002,38.8558,0.0187,-0.0187,84600.0,30.5,-30.5,18.68,1.33,-1.82,0.1906,87.02,352.0,306.83524,356.78256,3567.5,26.0,-1.0,4374.0,153.0,-168.0,4.626,0.056,-0.024,-0.22,0.3,-0.3,0.635,0.045,-0.062,0.621,0.068,-0.056,296.05859,42.669567,0
9139,7214090,K07583.01,,FALSE POSITIVE,FALSE POSITIVE,0.577910513,2.87e-06,-2.87e-06,0.367,0.103,-0.367,1.362,0.116,-0.116,144.0,10.1,-10.1,1.1,0.33,-0.11,0.0134,83.26,2081.0,3.74522,12.062356,18.1,1962.0,0.8966,5730.0,173.0,-190.0,4.503,0.05,-0.2,-0.04,0.3,-0.3,0.908,0.273,-0.091,0.96,0.114,-0.114,295.69482,42.756962,0
9140,7281694,K07584.01,,FALSE POSITIVE,FALSE POSITIVE,0.566807725,5.57e-06,-5.57e-06,0.155,0.341,-0.155,2.16,0.162,-0.162,31.5,2.7,-2.7,0.94,0.53,-0.52,0.0133,85.73,2524.0,3.8975952,9.9529705,12.3,2365.0,0.9741,5018.0,174.0,-139.0,3.953,0.598,-0.322,0.32,0.1,-0.3,1.734,0.962,-0.962,0.985,0.203,-0.148,291.68167,42.809319,0
9141,7362450,K07585.01,,FALSE POSITIVE,FALSE POSITIVE,0.566807422,3.41e-06,-3.41e-06,0.985,0.03,-0.692,5.148,0.225,-0.225,26.1,1.5,-1.5,1.13,0.29,-0.49,0.0132,12.78,2680.0,5.164973,12.163339,28.8,2377.0,0.9995,5616.0,155.0,-141.0,4.04,0.435,-0.145,-0.08,0.3,-0.25,1.547,0.407,-0.662,0.958,0.114,-0.114,291.68283,42.932812,0
9143,8096395,K07587.01,,CANDIDATE,CANDIDATE,366.088938,0.00488,-0.00488,0.89,0.04,-0.619,11.887,0.231,-0.231,538.0,20.6,-20.6,2.57,0.78,-0.31,0.9845,89.57,257.0,13.1379595,21.286785,29.0,3.0,0.7987,5941.0,187.0,-208.0,4.464,0.07,-0.196,-0.24,0.3,-0.3,0.945,0.286,-0.114,0.948,0.131,-0.107,291.35892,43.93681,1
9146,10397751,K02859.05,,CANDIDATE,CANDIDATE,5.43103616,4.63e-05,-4.63e-05,0.816,0.157,-0.576,2.469,0.179,-0.179,66.8,6.7,-6.7,0.66,0.07,-0.07,0.0532,85.32,873.0,3.0287008,9.414078,10.8,214.0,0.2964,5374.0,160.0,-144.0,4.555,0.088,-0.064,-0.68,0.3,-0.3,0.721,0.082,-0.073,0.68,0.086,-0.034,288.83136,47.551991,1
9152,8649876,K07595.01,,FALSE POSITIVE,FALSE POSITIVE,10.4212788,0.000319,-0.000319,1.151,0.222,-0.862,28.4832,0.0,0.0,148.0,5.3,-5.3,36.9,7.8,-11.7,0.1011,21.47,1235.0,3.1729836,8.938494,31.0,132.0,0.7964,6183.0,186.0,-186.0,3.908,0.285,-0.114,-0.04,0.3,-0.25,2.073,0.438,-0.657,1.268,0.212,-0.212,299.53748,44.71151,0
9155,8868686,K07598.01,,FALSE POSITIVE,FALSE POSITIVE,4.44709107,7.07e-05,-7.07e-05,0.988,0.037,-0.743,16.79,1.5,-1.5,40.5,2.0,-2.0,0.96,0.28,-0.16,0.0523,23.34,1228.0,3.2249174,12.390906,22.6,308.0,0.1141,6137.0,165.0,-202.0,4.357,0.128,-0.192,-0.32,0.3,-0.3,1.076,0.318,-0.171,0.96,0.14,-0.102,284.41647,45.138889,0
9157,8572936,K02459.01,,FALSE POSITIVE,FALSE POSITIVE,27.79576243,6.13e-06,-6.13e-06,0.483,0.004,-0.004,15.5056,0.0107,-0.0107,420000.0,261.0,-261.0,81.48,5.27,-5.84,0.1793,88.73,655.0,3532.5493,19001.273,1969.5,0.0,-1.0,5915.0,105.0,-117.0,4.329,0.055,-0.045,-0.06,0.15,-0.15,1.13,0.073,-0.081,0.992,0.078,-0.071,296.43582,44.64156,0
9158,9837578,K02937.01,,FALSE POSITIVE,FALSE POSITIVE,20.73374857,1.63e-06,-1.63e-06,0.479,0.004,-0.005,6.28773,0.00371,-0.00371,417000.0,223.0,-223.0,69.8,4.8,-4.81,0.1371,89.31,661.0,1813.9624,9272.036,2236.7,0.0,-1.0,5620.0,118.0,-75.0,4.363,0.065,-0.04,-0.32,0.15,-0.1,0.974,0.067,-0.067,0.797,0.067,-0.024,294.49698,46.689758,0
9159,7821010,K02938.01,,FALSE POSITIVE,FALSE POSITIVE,24.2382418,2.49e-06,-2.49e-06,0.426,0.007,-0.007,4.16665,0.00528,-0.00528,462000.0,480.0,-480.0,102.31,19.0,-11.7,0.1759,89.66,793.0,14438.292,63391.19,1126.4,0.0,-1.0,6457.0,70.0,-83.0,4.259,0.08,-0.12,0.0,0.15,-0.15,1.365,0.253,-0.156,1.233,0.096,-0.096,291.31985,43.59547,0
9160,5473556,K02939.01,,FALSE POSITIVE,FALSE POSITIVE,11.25882503,4.46e-07,-4.46e-07,0.805,0.005,-0.007,8.9592,0.00174,-0.00174,196000.0,35.9,-35.9,87.18,23.2,-34.8,0.0943,86.37,1080.0,2640.0923,13999.103,6395.7,120.0,0.5026,6217.0,188.0,-188.0,4.052,0.413,-0.177,-0.78,0.3,-0.3,1.464,0.39,-0.584,0.882,0.102,-0.092,298.15009,40.65617,0
9161,6504534,K03152.01,,FALSE POSITIVE,FALSE POSITIVE,28.16261258,2.66e-06,-2.66e-06,0.952,0.072,-0.038,3.19576,0.00808,-0.00808,37800.0,60.6,-60.6,23.52,1.95,-2.35,0.1634,89.06,470.0,343.12332,1278.7318,912.7,36.0,0.8536,4936.0,133.0,-148.0,4.54,0.078,-0.042,-0.08,0.3,-0.3,0.761,0.063,-0.076,0.734,0.085,-0.054,285.16711,41.967079,0
9162,6307062,K03153.01,,FALSE POSITIVE,FALSE POSITIVE,75.3789569,8.74e-06,-8.74e-06,0.273,0.004,-0.004,7.70352,0.00559,-0.00559,539000.0,574.0,-574.0,58.76,10.4,-4.8,0.3317,89.87,365.0,2825.4229,7238.858,1886.6,0.0,-1.0,5420.0,162.0,-146.0,4.596,0.03,-0.12,-0.2,0.3,-0.3,0.771,0.136,-0.063,0.864,0.08,-0.098,297.62912,41.64151,0
9165,9246715,K07601.01,,FALSE POSITIVE,FALSE POSITIVE,342.5531572,9.73e-05,-9.73e-05,0.797,0.005,-0.006,73.8068,0.0124,-0.0124,193000.0,28.9,-28.9,830.99,184.0,-399.0,1.1975,89.02,738.0,408.78073,623.455,8248.4,9.0,0.0003,4857.0,116.0,-131.0,2.422,0.427,-0.183,-0.4,0.25,-0.25,14.219,3.15,-6.826,1.95,0.904,-0.904,300.95135,45.604118,0
9168,8677057,K07903.01,,CANDIDATE,CANDIDATE,0.694611128,3.74e-06,-3.74e-06,0.176,0.283,-0.176,1.115,0.152,-0.152,98.8,13.7,-13.7,0.64,0.06,-0.04,0.0137,87.88,1415.0,3.3883975,7.339942,9.3,1922.0,0.9025,4612.0,124.0,-138.0,4.646,0.024,-0.052,-0.06,0.3,-0.3,0.662,0.064,-0.045,0.726,0.05,-0.074,286.31052,44.838188,1
9169,8702537,K07905.01,,CANDIDATE,CANDIDATE,7.4751841,0.000227,-0.000227,0.309,0.145,-0.309,5.166,0.532,-0.532,28.1,3.6,-3.6,0.85,0.2,-0.27,0.0721,88.33,1168.0,2.9744997,7.93867,9.2,178.0,0.972,5616.0,184.0,-127.0,3.98,0.336,-0.144,-0.34,0.35,-0.2,1.602,0.37,-0.509,0.894,0.141,-0.061,296.5477,44.898041,1
9170,8757213,K07911.01,,FALSE POSITIVE,FALSE POSITIVE,328.0485,0.0456,-0.0456,0.329,0.132,-0.329,13.75,2.7,-2.7,398.0,114.0,-114.0,2.22,0.78,-0.26,0.9857,89.89,292.0,5.5931835,7.2276206,6.9,4.0,0.2644,6268.0,195.0,-260.0,4.429,0.054,-0.229,0.07,0.25,-0.3,1.1,0.384,-0.128,1.188,0.17,-0.153,293.2709,44.919102,0
9171,8880003,K07914.01,,FALSE POSITIVE,FALSE POSITIVE,1.72128752,2.78e-05,-2.78e-05,0.449,0.017,-0.448,2.366,0.365,-0.365,58.5,9.9,-9.9,0.65,0.17,-0.06,0.0274,84.91,1415.0,3.0589232,7.5917745,7.7,763.0,0.1686,5813.0,157.0,-174.0,4.561,0.035,-0.184,-0.28,0.3,-0.3,0.833,0.225,-0.075,0.925,0.101,-0.111,289.77744,45.153191,0
9172,8953296,K07916.01,,FALSE POSITIVE,FALSE POSITIVE,0.784294574,5.1e-08,-5.1e-08,0.764,0.007,-0.007,4.18831,0.00412,-0.00412,213000.0,146.0,-146.0,87.26,25.1,-22.9,0.0174,69.96,2651.0,678.2864,7178.434,1751.1,1713.0,-1.0,6576.0,185.0,-254.0,4.171,0.209,-0.171,-0.36,0.25,-0.3,1.455,0.419,-0.381,1.147,0.185,-0.167,291.93869,45.222198,0
9173,8749844,K07909.01,,FALSE POSITIVE,FALSE POSITIVE,361.51099,0.0102,-0.0102,0.443,0.531,-0.243,4.868,0.519,-0.519,236.0,31.2,-31.2,6.85,1.1,-3.29,1.4011,89.95,733.0,6.23406,8.140951,9.3,4.0,0.1247,9492.0,297.0,-396.0,3.619,0.451,-0.08,0.07,0.15,-0.55,4.298,0.688,-2.065,2.806,0.317,-0.589,290.40793,44.96394,0
9174,8962007,K07917.01,,FALSE POSITIVE,FALSE POSITIVE,1.41435861,1.44e-05,-1.44e-05,0.189,0.296,-0.189,2.285,0.262,-0.262,56.8,7.3,-7.3,0.74,0.25,-0.13,0.0233,87.7,1578.0,3.1154852,8.332356,9.5,946.0,0.0155,5470.0,164.0,-164.0,4.366,0.168,-0.231,-0.06,0.3,-0.25,0.994,0.336,-0.181,0.837,0.119,-0.064,294.94873,45.210251,0
9175,8703491,K07906.01,,FALSE POSITIVE,FALSE POSITIVE,0.616343903,3.49e-07,-3.49e-07,0.042,0.428,-0.042,0.7656,0.0239,-0.0239,161.0,3.3,-3.3,1.72,0.56,-0.34,0.0151,89.62,2513.0,4.1384826,9.054461,77.8,2169.0,0.9301,6045.0,190.0,-232.0,4.264,0.136,-0.204,0.28,0.15,-0.3,1.34,0.434,-0.267,1.205,0.164,-0.18,296.81982,44.869434,0
9176,9043947,K07920.01,,CANDIDATE,CANDIDATE,1.04347858,1.07e-05,-1.07e-05,0.497,0.0,-0.471,2.012,0.306,-0.306,22.5,3.4,-3.4,1.09,0.2,-0.39,0.0219,81.91,2688.0,3.3336442,7.5160227,8.6,1278.0,0.3703,6014.0,200.0,-182.0,3.843,0.3,-0.1,-0.04,0.3,-0.3,2.246,0.409,-0.817,1.281,0.192,-0.265,298.25204,45.396641,1
9177,9079587,K07921.01,,FALSE POSITIVE,FALSE POSITIVE,364.33929,0.0145,-0.0145,0.934,0.031,-0.652,13.486,0.984,-0.984,1940.0,140.0,-140.0,4.4,1.0,-0.42,0.9432,89.46,228.0,6.044841,8.60779,15.9,3.0,0.148,5606.0,152.0,-152.0,4.557,0.05,-0.15,-0.32,0.3,-0.3,0.8,0.181,-0.077,0.841,0.097,-0.078,287.71542,45.436329,0
9178,8703506,K07907.01,,FALSE POSITIVE,FALSE POSITIVE,352.710091,0.00774,-0.00774,0.329,0.133,-0.329,2.901,0.364,-0.364,1660.0,212.0,-212.0,3.75,1.19,-0.4,0.971,89.98,261.0,5.283498,8.223518,9.6,3.0,0.3676,6112.0,192.0,-234.0,4.513,0.052,-0.221,-0.34,0.3,-0.3,0.908,0.287,-0.096,0.981,0.128,-0.128,296.82361,44.855309,0
9179,8590776,K07900.01,,FALSE POSITIVE,FALSE POSITIVE,33.8938177,0.000619,-0.000619,0.332,0.124,-0.332,2.012,0.623,-0.623,205.0,40.2,-40.2,1.22,0.35,-0.11,0.2009,89.85,527.0,3.6658404,7.1336327,6.8,40.0,0.3091,5818.0,156.0,-174.0,4.554,0.036,-0.192,-0.22,0.3,-0.3,0.848,0.24,-0.08,0.937,0.099,-0.11,301.16556,44.664108,0
9180,8761550,K07912.01,,FALSE POSITIVE,FALSE POSITIVE,224.591055,0.00349,-0.00349,0.768,0.007,-0.554,3.232,0.612,-0.612,125.0,22.4,-22.4,2.17,0.36,-0.68,0.7521,89.87,392.0,3.5136755,7.1929727,8.2,7.0,0.6108,5786.0,157.0,-157.0,3.992,0.285,-0.095,0.1,0.25,-0.25,1.771,0.3,-0.557,1.124,0.163,-0.163,294.86639,44.980991,0
9182,8873450,K07913.01,,CANDIDATE,CANDIDATE,24.2783801,0.000359,-0.000359,0.717,0.229,-0.485,4.564,0.258,-0.258,714.0,60.5,-60.5,2.03,0.08,-0.17,0.1456,88.62,432.0,9.485224,12.511366,13.6,54.0,0.2314,4450.0,132.0,-132.0,4.583,0.056,-0.02,0.14,0.25,-0.3,0.707,0.029,-0.059,0.698,0.054,-0.054,286.74857,45.158741,1
9183,8880317,K07915.01,,CANDIDATE,CANDIDATE,382.5891,0.11,-0.11,0.042,0.416,-0.042,11.7,10.4,-10.4,298.0,36.7,-36.7,2.15,0.65,-0.43,1.0393,89.99,305.0,4.795005,7.206373,10.5,4.0,0.1323,6337.0,176.0,-220.0,4.261,0.175,-0.175,-0.34,0.3,-0.3,1.239,0.371,-0.247,1.019,0.172,-0.114,289.92197,45.10392,1
9184,8750503,K07910.01,,FALSE POSITIVE,FALSE POSITIVE,11.9283194,0.00032,-0.00032,0.052,0.4,-0.052,6.69,0.684,-0.684,183.0,19.7,-19.7,0.98,0.1,-0.1,0.0916,89.78,632.0,2.7160785,7.4145985,10.6,113.0,0.7304,5010.0,151.0,-151.0,4.545,0.071,-0.052,-0.2,0.3,-0.3,0.75,0.071,-0.079,0.72,0.093,-0.057,290.64545,44.904202,0
9185,8639155,K07902.01,,FALSE POSITIVE,FALSE POSITIVE,0.603351522,1.28e-06,-1.28e-06,0.46,0.001,-0.46,0.8358,0.0839,-0.0839,164.0,12.0,-12.0,3.91,0.6,-1.48,0.0161,84.75,3730.0,4.2406683,9.583482,20.6,2214.0,1.0,6240.0,190.0,-152.0,3.679,0.312,-0.078,-0.04,0.3,-0.25,2.948,0.447,-1.119,1.515,0.218,-0.327,296.78802,44.7696,0
9186,9021047,K07919.01,,FALSE POSITIVE,FALSE POSITIVE,31.97280045,9.04e-05,-9.04e-05,0.935,0.01,-0.017,4.9,0.171,-0.171,2240.0,75.7,-75.7,5.88,1.87,-0.62,0.2015,87.79,626.0,20.16573,29.183687,44.8,3.0,0.9929,6340.0,176.0,-242.0,4.457,0.067,-0.202,-0.3,0.25,-0.35,1.01,0.32,-0.107,1.066,0.143,-0.143,291.49545,45.378941,0
9187,8587439,K07899.01,,FALSE POSITIVE,FALSE POSITIVE,8.39140024,5.86e-05,-5.86e-05,0.342,0.126,-0.342,1.193,0.279,-0.279,134.0,27.8,-27.8,1.1,0.28,-0.2,0.0745,89.62,921.0,3.2698889,8.674343,9.2,159.0,0.4712,5892.0,177.0,-159.0,4.389,0.175,-0.175,-0.66,0.3,-0.3,0.935,0.231,-0.168,0.781,0.103,-0.047,300.18503,44.635578,0
9188,8712863,K07908.01,,FALSE POSITIVE,FALSE POSITIVE,0.532493086,2.6e-06,-2.6e-06,0.558,0.396,-0.336,2.145,0.504,-0.504,19.9,2.0,-2.0,1.87,0.22,-0.86,0.0156,71.43,4893.0,5.711265,9.152053,8.9,2512.0,0.9557,6894.0,280.0,-385.0,3.476,0.408,-0.072,-0.44,0.35,-0.3,4.032,0.466,-1.865,1.774,0.157,-0.502,299.25092,44.856091,0
9189,9079915,K07922.01,,FALSE POSITIVE,FALSE POSITIVE,0.812678859,4.14e-06,-4.14e-06,0.664,0.105,-0.519,0.841,0.192,-0.192,39.3,7.5,-7.5,0.83,0.27,-0.09,0.0183,83.24,2403.0,3.3211937,9.043147,7.4,1638.0,1.0,6636.0,161.0,-221.0,4.349,0.065,-0.195,-0.06,0.25,-0.3,1.236,0.397,-0.132,1.251,0.187,-0.168,287.89935,45.417488,0
9190,10208894,K08199.01,,FALSE POSITIVE,FALSE POSITIVE,183.836254,0.00539,-0.00539,0.956,0.004,-0.68,13.088,0.567,-0.567,1050.0,70.5,-70.5,51.64,8.93,-13.4,0.7889,88.75,852.0,6.8211384,7.5808687,15.7,4.0,0.7698,4959.0,86.0,-149.0,2.569,0.03,-0.03,-0.44,0.2,-0.3,11.963,2.068,-3.102,1.934,0.84,-0.84,292.32233,47.255112,0
9192,10253977,K08201.01,,CANDIDATE,CANDIDATE,392.601892,0.00891,-0.00891,0.713,0.244,-0.494,3.21,0.482,-0.482,779.0,124.0,-124.0,2.25,0.34,-0.2,0.9879,89.94,204.0,5.8177896,7.3105316,7.8,3.0,0.7555,5307.0,159.0,-143.0,4.605,0.032,-0.097,-0.2,0.3,-0.3,0.753,0.112,-0.069,0.843,0.07,-0.096,281.87015,47.394989,1
9193,10268714,K08202.01,,FALSE POSITIVE,FALSE POSITIVE,452.65206,0.047,-0.047,0.646,0.049,-0.475,19.87,5.7,-5.7,175.0,14.2,-14.2,2.41,0.53,-0.63,1.2591,89.73,345.0,6.5879683,7.660612,17.0,3.0,0.8386,6664.0,161.0,-202.0,4.075,0.204,-0.136,-0.28,0.25,-0.25,1.73,0.375,-0.458,1.3,0.152,-0.228,289.64059,47.346439,0
9195,10341876,K08204.01,,FALSE POSITIVE,FALSE POSITIVE,351.204993,0.00699,-0.00699,0.777,0.175,-0.523,22.414,0.693,-0.693,1260.0,65.8,-65.8,3.57,0.91,-0.5,0.9186,89.46,258.0,8.262103,8.71937,21.3,5.0,0.2041,5845.0,158.0,-175.0,4.435,0.12,-0.18,-0.44,0.3,-0.3,0.918,0.236,-0.127,0.838,0.117,-0.063,292.75928,47.430401,0
9196,10351947,K08205.01,,CANDIDATE,CANDIDATE,260.446151,0.00398,-0.00398,0.896,0.066,-0.644,9.314,0.391,-0.391,714.0,48.3,-48.3,25.39,1.6,-4.8,0.9622,89.53,608.0,4.199704,7.8116226,16.8,5.0,0.7068,4845.0,43.0,-93.0,2.897,0.03,-0.033,0.06,0.1,-0.15,7.796,0.492,-1.475,1.748,0.193,-0.58,296.38278,47.409592,1
9197,10160922,K07990.01,,CANDIDATE,CANDIDATE,87.487573,0.00263,-0.00263,0.127,0.338,-0.127,5.881,0.66,-0.66,529.0,77.6,-77.6,1.87,0.49,-0.16,0.3727,89.94,377.0,3.7947938,7.8486037,8.4,10.0,0.5732,5774.0,155.0,-172.0,4.567,0.033,-0.176,-0.3,0.3,-0.3,0.818,0.212,-0.071,0.907,0.098,-0.109,298.31586,47.105091,1
9198,10198225,K07991.01,,CANDIDATE,CANDIDATE,11.9451376,0.000216,-0.000216,0.443,0.54,-0.248,6.893,0.541,-0.541,63.3,6.1,-6.1,3.32,0.64,-1.05,0.1176,87.88,1337.0,2.9203577,7.650106,12.4,115.0,0.4747,5094.0,100.0,-138.0,3.38,0.21,-0.157,-0.08,0.2,-0.3,4.163,0.808,-1.313,1.517,0.206,-0.48,287.55182,47.244862,1
9199,10214341,K07992.01,,CANDIDATE,CANDIDATE,277.13367,0.0159,-0.0159,0.662,0.307,-0.452,9.67,1.6,-1.6,321.0,53.2,-53.2,1.84,0.56,-0.18,0.8391,89.78,307.0,6.6144624,8.742702,8.7,4.0,0.0591,6461.0,155.0,-213.0,4.474,0.052,-0.208,-0.52,0.3,-0.35,0.971,0.294,-0.098,1.025,0.123,-0.123,294.38254,47.205769,1
9200,10219288,K07993.01,,FALSE POSITIVE,FALSE POSITIVE,3.381607,0.00183,-0.00183,0.088,0.362,-0.088,7.627,0.381,-0.381,441.0,30.3,-30.3,117.25,27.8,-38.2,0.0501,88.55,6037.0,4.5192842,9.729291,16.6,10.0,0.3685,3974.0,130.0,-118.0,1.056,0.318,-0.212,-0.36,0.3,-0.25,59.437,14.085,-19.366,1.467,0.203,-0.439,296.08136,47.275814,0
9201,10226343,K07994.01,,FALSE POSITIVE,FALSE POSITIVE,0.660655454,1.47e-06,-1.47e-06,1.098,0.189,-0.04,7.111,0.357,-0.357,567.0,13.6,-13.6,16.81,5.01,-2.14,0.0161,12.91,2497.0,3.250615,8.870523,77.7,1571.0,-1.0,6520.0,180.0,-270.0,4.375,0.062,-0.2,0.07,0.25,-0.3,1.215,0.362,-0.155,1.279,0.154,-0.205,298.13785,47.25856,0
9202,10263598,K07995.01,,FALSE POSITIVE,FALSE POSITIVE,145.750554,0.00357,-0.00357,0.017,0.433,-0.017,13.999,0.76,-0.76,386.0,26.2,-26.2,15.34,0.88,-4.69,0.7256,89.99,748.0,3.7294955,7.406564,17.0,10.0,0.6554,5096.0,59.0,-209.0,3.007,0.03,-0.03,0.07,0.15,-0.45,8.038,0.461,-2.46,2.394,0.221,-1.253,287.09363,47.3713,0
9203,10266860,K07996.01,,FALSE POSITIVE,FALSE POSITIVE,2.17813954,2.49e-05,-2.49e-05,0.054,0.404,-0.054,2.063,0.273,-0.273,28.6,3.7,-3.7,1.0,0.23,-0.26,0.0355,89.62,2073.0,3.496879,7.883851,9.7,616.0,0.8377,6511.0,175.0,-175.0,4.003,0.234,-0.126,-0.12,0.3,-0.25,1.851,0.428,-0.475,1.261,0.221,-0.181,288.78162,47.39735,0
9204,4763020,K08097.01,,FALSE POSITIVE,FALSE POSITIVE,384.09781,0.0245,-0.0245,0.016,0.419,-0.016,12.55,1.4,-1.4,100.0,13.5,-13.5,1.63,0.34,-0.51,1.0068,90.0,330.0,6.3833685,7.1536813,8.7,3.0,0.539,5884.0,177.0,-133.0,3.979,0.323,-0.129,-0.48,0.35,-0.2,1.628,0.341,-0.511,0.921,0.142,-0.095,295.94016,39.849072,0
9207,5305225,K08100.01,,FALSE POSITIVE,FALSE POSITIVE,322.50741,0.02,-0.02,0.912,0.004,-0.64,20.688,0.992,-0.992,350.0,28.4,-28.4,2.11,0.58,-0.25,0.8977,89.04,257.0,7.554606,9.132104,13.7,3.0,0.0068,5708.0,152.0,-169.0,4.465,0.078,-0.182,-0.08,0.3,-0.3,0.933,0.254,-0.109,0.926,0.115,-0.094,298.89359,40.437752,0
9208,5598216,K08101.01,,FALSE POSITIVE,FALSE POSITIVE,373.8716,0.0376,-0.0376,0.246,0.223,-0.246,16.78,3.1,-3.1,383.0,42.6,-42.6,2.19,0.62,-0.55,0.9523,89.92,279.0,6.371701,7.3172426,10.3,4.0,0.7532,5846.0,158.0,-158.0,4.258,0.276,-0.184,-0.46,0.3,-0.25,1.116,0.314,-0.283,0.821,0.117,-0.063,283.56866,40.865761,0
9209,5637036,K08102.01,,FALSE POSITIVE,FALSE POSITIVE,171.046664,0.00161,-0.00161,0.387,0.082,-0.387,2.438,0.323,-0.323,731.0,102.0,-102.0,32.31,2.3,-8.64,0.8335,89.96,827.0,6.155832,7.859926,9.8,4.0,-1.0,4932.0,88.0,-137.0,2.697,0.033,-0.027,0.07,0.15,-0.3,12.048,0.859,-3.223,2.632,0.217,-1.228,296.42337,40.892471,0
9210,5647008,K08103.01,,FALSE POSITIVE,FALSE POSITIVE,0.799868354,5.97e-07,-5.97e-07,1.274,0.064,-0.055,6.613,0.156,-0.156,4930.0,26.2,-26.2,34.7,8.74,-3.73,0.0161,22.91,1816.0,26.851173,41.60894,251.4,1670.0,0.9302,5568.0,166.0,-166.0,4.488,0.081,-0.161,-0.12,0.3,-0.3,0.882,0.222,-0.095,0.873,0.112,-0.081,298.52679,40.858391,0
9211,10385708,K08206.01,,FALSE POSITIVE,FALSE POSITIVE,345.7671,0.0313,-0.0313,0.391,0.066,-0.391,15.38,1.2,-1.2,213.0,19.4,-19.4,2.5,0.18,-0.12,1.0008,89.86,336.0,8.747722,10.301572,12.3,4.0,0.1903,5845.0,79.0,-79.0,4.024,0.025,-0.02,0.08,0.2,-0.15,1.702,0.12,-0.083,1.115,0.179,-0.06,282.21188,47.577,0
9212,10404545,K08207.01,,FALSE POSITIVE,FALSE POSITIVE,350.34114,0.0171,-0.0171,0.01,0.504,-0.01,16.97,1.1,-1.1,1360.0,98.8,-98.8,2.5,0.33,-0.19,0.8887,90.0,202.0,7.9506497,8.45378,16.4,4.0,0.8903,5188.0,153.0,-153.0,4.642,0.033,-0.083,-0.38,0.3,-0.3,0.69,0.093,-0.053,0.768,0.066,-0.081,291.75497,47.549332,0
9213,10425070,K08208.01,,FALSE POSITIVE,FALSE POSITIVE,363.97165,0.0114,-0.0114,1.394,6.664,-0.159,5.702,0.868,-0.868,1970.0,280.0,-280.0,40.48,11.2,-3.76,0.976,89.55,231.0,6.706191,7.448296,8.5,3.0,0.1071,5648.0,169.0,-152.0,4.559,0.034,-0.184,-0.1,0.3,-0.3,0.841,0.233,-0.078,0.939,0.094,-0.104,298.68832,47.513821,0
9214,10425070,K08208.02,,FALSE POSITIVE,FALSE POSITIVE,395.23753,0.0263,-0.0263,0.629,0.045,-0.459,18.494,0.85,-0.85,1300.0,107.0,-107.0,3.17,0.87,-0.3,1.0311,89.73,225.0,6.3067875,7.134018,13.4,3.0,0.05,5648.0,169.0,-152.0,4.559,0.034,-0.184,-0.1,0.3,-0.3,0.841,0.233,-0.078,0.939,0.094,-0.104,298.68832,47.513821,0
9215,10461045,K08209.01,,FALSE POSITIVE,FALSE POSITIVE,385.97241,0.0131,-0.0131,0.444,0.02,-0.444,12.167,0.929,-0.929,162.0,18.8,-18.8,1.72,0.5,-0.29,1.0967,89.88,325.0,5.8378625,7.6664257,10.8,3.0,0.5814,6732.0,162.0,-223.0,4.271,0.12,-0.195,-0.36,0.25,-0.3,1.316,0.38,-0.222,1.185,0.175,-0.175,287.82239,47.690208,0
9216,10493253,K08210.01,,FALSE POSITIVE,FALSE POSITIVE,89.667675,0.00616,-0.00616,0.324,0.139,-0.324,3.726,0.819,-0.819,1420.0,276.0,-276.0,78.77,16.8,-39.2,0.5005,89.9,1364.0,5.852564,7.9720397,7.0,3.0,0.0882,4742.0,106.0,-118.0,2.099,0.385,-0.165,-0.5,0.3,-0.25,21.291,4.541,-10.595,2.075,0.978,-0.978,299.40509,47.620991,0
9217,10515564,K08211.01,,CANDIDATE,CANDIDATE,5.0487451,0.000101,-0.000101,0.133,0.333,-0.132,4.007,0.454,-0.454,67.6,10.4,-10.4,0.67,0.15,-0.05,0.0565,89.21,922.0,3.1951354,7.110107,7.7,257.0,0.0371,5450.0,164.0,-164.0,4.573,0.028,-0.161,0.07,0.25,-0.25,0.83,0.186,-0.062,0.939,0.074,-0.101,282.05078,47.743992,1
9218,10321927,K07997.01,,FALSE POSITIVE,FALSE POSITIVE,321.02094,0.021,-0.021,0.295,0.159,-0.295,7.51,2.3,-2.3,593.0,81.5,-81.5,1.96,0.33,-0.25,0.8315,89.95,232.0,5.177823,7.4592237,8.5,4.0,0.8303,5334.0,185.0,-185.0,4.492,0.112,-0.15,-0.32,0.35,-0.3,0.81,0.138,-0.101,0.743,0.113,-0.052,283.17575,47.401718,0
