rowid,id,koi_name,kepler_name,planet_status,data_disposition,period,impact_parameter,transit_duration,transit_depth,radius,sma,inclination,eq_temp,mse_stat,mme_stat,signal_to_noise,num_transits,oedc_stat,stellar_eff_temp,stellar_surf_grav,stellar_metal,stellar_radius,stellar_mass,ra,dec,disposition_num
8978,5022900,K06492.01,,FALSE POSITIVE,FALSE POSITIVE,1.05680287,0.563,5.748,82.3,0.83,0.0201,66.28,1633.0,2.9905887,7.5739937,10.9,831.0,0.8318,5584.0,4.532,0.1,0.885,0.974,295.01114,40.151402,0
8979,5024126,K06493.01,,FALSE POSITIVE,FALSE POSITIVE,0.787122102,1.211,3.0999,597.0,20.76,0.0154,23.34,1655.0,3.5526955,10.321272,57.4,1104.0,0.9381,5210.0,4.528,-0.12,0.799,0.786,295.27374,40.133659,0
8983,5647638,K06611.01,,FALSE POSITIVE,FALSE POSITIVE,1.21607873,0.991,4.686,29.4,1.92,0.0241,20.63,2803.0,2.98135,11.588787,11.2,1107.0,0.3258,6234.0,3.741,-0.42,2.5,1.255,298.64252,40.838909,0
8984,5653126,K06612.01,,FALSE POSITIVE,FALSE POSITIVE,38.49536985,1.013,12.8716,93300.0,124.34,0.2458,87.66,824.0,1419.4133,3021.7864,201.9,35.0,0.6418,6050.0,3.823,0.02,2.345,1.332,299.702,40.896271,0
8985,5686974,K06613.01,,FALSE POSITIVE,FALSE POSITIVE,4.18224416,0.99,6.209,57.2,1.07,0.049,46.42,1206.0,4.332126,9.947273,13.8,249.0,0.4975,6057.0,4.392,-0.46,0.999,0.896,284.87558,40.984428,0
8986,5696909,K06614.01,,FALSE POSITIVE,FALSE POSITIVE,0.643002821,1.261,1.02608,2670.0,36.82,0.0136,57.37,2188.0,5.9547095,82.748825,295.6,2077.0,0.9478,5681.0,4.315,-0.34,1.036,0.807,289.07111,40.978809,0
8988,5700330,K06616.01,,FALSE POSITIVE,FALSE POSITIVE,53.220417,0.248,17.7344,72900.0,55.22,0.2977,89.49,655.0,1061.6111,2963.028,4563.5,25.0,0.3294,5653.0,3.905,0.3,2.057,1.24,290.15335,40.90163,0
8989,5702770,K06617.01,,CANDIDATE,CANDIDATE,8.0018897,0.442,3.425,103.0,0.9,0.0776,88.44,864.0,2.6537175,7.3697395,9.8,168.0,0.1507,5830.0,4.54,-0.14,0.876,0.97,290.91504,40.988499,1
8991,6628926,K06746.01,,CANDIDATE,CANDIDATE,2.564012541,0.166,0.9433,2550.0,7.27,0.037,89.56,1720.0,6.221694,20.580484,5.3,69.0,1.0,6274.0,4.139,-0.36,1.428,1.024,297.62299,42.09882,1
8993,6629588,K06748.01,,FALSE POSITIVE,FALSE POSITIVE,2.264471713,0.81,7.1803,187000.0,102.12,0.0354,75.91,2103.0,560.42004,5937.5747,873.7,595.0,0.9418,6782.0,4.014,-0.54,1.752,1.155,297.75565,42.009071,0
8995,6664842,K06750.01,,CANDIDATE,CANDIDATE,5.21395046,0.195,3.188,78.5,1.24,0.0582,89.1,1201.0,3.3737378,8.140921,8.6,256.0,0.1049,5529.0,4.123,0.14,1.412,0.965,281.5202,42.169472,1
8996,6665064,K06751.01,,CANDIDATE,CANDIDATE,24.996068,0.409,5.623,622.0,2.4,0.1693,89.26,604.0,5.24733,8.62445,9.4,9.0,0.682,5761.0,4.492,0.14,0.956,1.035,281.64999,42.132061,1
8997,6670610,K06752.01,,CANDIDATE,CANDIDATE,8.9429645,0.088,1.803,234.0,0.89,0.0704,89.87,536.0,3.1738057,7.133717,7.2,117.0,0.0717,4183.0,4.655,-0.26,0.594,0.582,284.27499,42.123779,1
8998,7431665,K06877.01,,FALSE POSITIVE,FALSE POSITIVE,281.509095,0.626,40.963,5950.0,85.77,1.0218,89.22,685.0,15.916768,23.622097,182.5,5.0,0.0,4797.0,2.632,-0.1,10.709,1.791,287.37662,43.009491,0
8999,7447895,K06878.01,,CANDIDATE,CANDIDATE,2.405625303,0.467,0.6283,164.0,1.11,0.0344,88.98,1180.0,3.2466037,8.087268,12.0,0.0,-1.0,5450.0,4.573,0.07,0.83,0.939,292.72079,43.076809,1
9000,7455553,K06879.01,,FALSE POSITIVE,FALSE POSITIVE,3.258249472,1.264,2.6358,1640.0,79.23,0.0489,68.18,2057.0,34.30116,352.9586,202.0,408.0,0.058,6712.0,3.859,-0.3,2.361,1.467,294.83984,43.019718,0
9001,7456521,K06880.01,,FALSE POSITIVE,FALSE POSITIVE,552.8295063,0.653,16.0851,266000.0,56.89,1.2226,89.9,229.0,2085.8032,2533.9915,942.6,0.0,-1.0,5956.0,4.403,-0.68,0.929,0.797,295.09634,43.047981,0
9002,7461314,K06881.01,,FALSE POSITIVE,FALSE POSITIVE,0.773595312,0.612,0.781,93.0,0.96,0.0166,84.26,1976.0,4.8911314,10.060088,13.2,1726.0,0.85,5973.0,4.506,-0.1,0.935,1.024,296.23856,43.02179,0
9003,7461521,K06882.01,,CANDIDATE,CANDIDATE,0.7735301,0.336,1.335,185.0,1.87,0.017,85.49,2474.0,4.843506,10.901756,14.2,231.0,0.9494,6296.0,4.217,-0.14,1.35,1.093,296.28384,43.033981,1
9006,7541502,K06885.01,,FALSE POSITIVE,FALSE POSITIVE,44.82732381,1.494,6.86103,237000.0,429.0,0.2797,88.94,779.0,10599.097,19899.49,4484.5,28.0,-1.0,5160.0,3.568,-0.02,3.279,1.45,295.57651,43.190327,0
9007,8285254,K07008.01,,FALSE POSITIVE,FALSE POSITIVE,7.535894184,0.644,8.3059,172000.0,24.64,0.0625,85.82,642.0,751.8592,5985.5723,1446.7,175.0,0.0598,4969.0,4.736,-1.52,0.537,0.574,285.56534,44.29525,0
9008,8285970,K07009.01,,FALSE POSITIVE,FALSE POSITIVE,0.562498925,0.971,0.6743,420.0,2.88,0.0127,65.76,2129.0,4.3028603,16.333935,44.1,2377.0,0.9756,5638.0,4.437,-0.16,0.933,0.868,285.95874,44.254719,0
9009,8288719,K07010.01,,FALSE POSITIVE,FALSE POSITIVE,0.755049082,1.225,2.09643,26100.0,30.47,0.0138,60.59,1551.0,325.35947,5735.352,683.7,1777.0,0.0,5242.0,4.64,-1.1,0.622,0.616,287.35971,44.294991,0
9010,8294484,K07011.01,,FALSE POSITIVE,FALSE POSITIVE,1.012694226,0.534,3.6017,109000.0,42.51,0.0203,78.73,2230.0,196.39069,983.47864,185.1,179.0,-1.0,6487.0,4.292,-0.3,1.233,1.085,289.94028,44.225719,0
9011,8296467,K07012.01,,FALSE POSITIVE,FALSE POSITIVE,10.303356,0.364,5.98633,520000.0,69.66,0.0854,89.05,787.0,3090.8706,14178.571,2039.1,0.0,-1.0,5497.0,4.423,-0.28,0.9,0.782,290.59256,44.206589,0
9012,8301013,K07013.01,,FALSE POSITIVE,FALSE POSITIVE,2.214029545,0.371,5.64264,349000.0,94.23,0.0361,85.44,1894.0,4137.682,42297.773,2680.5,0.0,-1.0,6604.0,4.178,-0.12,1.526,1.283,292.29675,44.280571,0
9013,8302455,K07014.01,,FALSE POSITIVE,FALSE POSITIVE,2.441988077,0.888,3.94526,95300.0,90.39,0.0373,80.26,1993.0,2110.9138,16412.3,1174.5,284.0,0.0,6078.0,3.874,-0.26,2.059,1.156,292.8627,44.22105,0
9014,8302473,K07015.01,,FALSE POSITIVE,FALSE POSITIVE,2.44200193,0.124,3.146,129.0,0.95,0.0349,88.81,1217.0,3.473127,8.638941,9.6,284.0,0.2469,5587.0,4.556,0.0,0.851,0.952,292.8685,44.23616,0
9015,8311864,K07016.01,Kepler-452 b,CONFIRMED,CANDIDATE,384.847556,0.059,9.969,190.0,1.09,0.994,89.99,220.0,4.0634294,7.6023917,12.3,4.0,0.4409,5579.0,4.58,-0.22,0.798,0.892,296.00369,44.277561,1
9016,9181340,K07143.01,,FALSE POSITIVE,FALSE POSITIVE,2.131225773,1.264,5.4932,2340.0,35.68,0.0316,41.7,1555.0,26.566454,163.33897,215.6,632.0,0.2008,6181.0,4.38,-0.48,1.028,0.925,300.39902,45.521111,0
9017,9203154,K07144.01,,CANDIDATE,CANDIDATE,0.839907158,0.23,1.019,120.0,0.92,0.0162,87.89,1640.0,3.508915,8.66117,10.7,1546.0,0.9755,5120.0,4.478,0.07,0.853,0.797,284.12521,45.628052,1
9018,9205993,K07145.01,,FALSE POSITIVE,FALSE POSITIVE,1.219736039,0.229,4.89465,612000.0,135.43,0.0253,86.24,2611.0,447.06708,1867.5491,1037.2,0.0,-1.0,7358.0,4.171,-0.2,1.637,1.449,285.72537,45.666431,0
9019,9207508,K07146.01,,FALSE POSITIVE,FALSE POSITIVE,2.015152464,0.308,8.17997,562000.0,132.05,0.0353,84.78,2107.0,1857.2554,18744.709,4129.6,0.0,-1.0,6988.0,4.163,-0.04,1.649,1.448,286.59497,45.69828,0
9020,9210828,K07147.01,,FALSE POSITIVE,FALSE POSITIVE,0.82820657,0.94,2.70353,119000.0,35.67,0.0149,71.53,1473.0,247.4392,2801.3472,548.3,813.0,0.002,5033.0,4.611,-0.66,0.655,0.638,288.44455,45.612671,0
9021,9221627,K07148.01,,CANDIDATE,CANDIDATE,1.7613778,0.159,1.355,359.0,2.32,0.0302,89.09,1824.0,3.2664354,8.230377,10.5,55.0,0.1899,6544.0,4.349,-0.14,1.207,1.193,293.17194,45.677391,1
9022,9236858,K07149.01,,FALSE POSITIVE,FALSE POSITIVE,2.537081943,0.451,4.80903,245000.0,67.96,0.0394,85.49,1712.0,361.1826,4624.558,2434.8,530.0,-1.0,6735.0,4.307,-0.12,1.309,1.275,298.12146,45.651131,0
9023,9243795,K07150.01,,FALSE POSITIVE,FALSE POSITIVE,14.44312745,0.98,8.33598,41700.0,92.28,0.1262,85.12,1182.0,583.9617,4029.8372,2186.0,88.0,0.1215,5757.0,3.672,-0.34,2.736,1.283,300.12634,45.633549,0
9024,9266285,K07151.01,,FALSE POSITIVE,FALSE POSITIVE,5.61386908,1.07,5.07753,57400.0,34.24,0.0549,82.56,714.0,736.6125,5357.774,1253.6,238.0,0.4767,4504.0,4.582,0.1,0.709,0.701,284.31046,45.76955,0
9025,10026136,K07274.01,,FALSE POSITIVE,FALSE POSITIVE,9.080194398,0.614,8.18777,325000.0,76.4,0.0896,87.23,1013.0,1595.217,9252.22,3481.8,0.0,-1.0,6461.0,4.396,-0.14,1.131,1.162,297.17203,46.953949,0
9026,10026457,K07275.01,,FALSE POSITIVE,FALSE POSITIVE,9.93442075,1.117,7.8219,56000.0,34.03,0.0817,83.09,679.0,342.36636,2159.8782,529.0,106.0,0.9979,5382.0,4.654,-0.64,0.669,0.749,297.25931,46.989681,0
9027,10031409,K07276.01,,FALSE POSITIVE,FALSE POSITIVE,2.071939672,0.806,4.45367,199000.0,75.64,0.032,80.43,1696.0,1662.0957,16558.959,2409.8,517.0,-1.0,6140.0,4.247,-0.22,1.254,1.014,298.68484,46.94997,0
9028,10031526,K07277.01,,FALSE POSITIVE,FALSE POSITIVE,8.5893644,0.791,6.975,179.0,1.21,0.0795,82.46,792.0,3.8204856,8.96796,9.8,127.0,0.7946,5602.0,4.571,-0.16,0.817,0.913,298.72095,46.933891,0
9029,10031808,K07278.01,,FALSE POSITIVE,FALSE POSITIVE,8.589644815,0.686,9.49469,270000.0,140.07,0.0858,86.04,1412.0,436.10446,1585.6364,5324.6,0.0,-1.0,6331.0,3.813,-0.56,2.194,1.142,298.79758,46.930244,0
9030,10053138,K07279.01,,CANDIDATE,CANDIDATE,11.7728146,0.407,4.132,77.1,0.93,0.097,88.84,788.0,3.8606138,7.914059,9.9,113.0,0.3602,5410.0,4.333,0.12,1.056,0.875,280.71948,47.07222,1
9031,10063044,K07280.01,,FALSE POSITIVE,FALSE POSITIVE,1.009671584,0.864,4.37759,155000.0,125.31,0.0236,69.47,3287.0,591.1476,9405.26,1440.7,1326.0,-1.0,7652.0,3.974,-0.14,2.242,1.723,286.29077,47.076221,0
9034,11134079,K07410.01,,FALSE POSITIVE,FALSE POSITIVE,1.260575815,0.58,2.36064,154000.0,29.91,0.0203,83.6,1410.0,533.08295,6441.7886,781.2,1062.0,0.0273,5388.0,4.576,-0.64,0.715,0.701,290.01401,48.701832,0
9035,11137061,K07411.01,,FALSE POSITIVE,FALSE POSITIVE,1.88912273,0.477,4.219,60.2,0.59,0.0276,81.19,1248.0,3.2694519,8.133816,15.5,710.0,0.4567,5413.0,4.578,-0.36,0.754,0.786,291.61365,48.749451,0
9036,11144439,K07412.01,,FALSE POSITIVE,FALSE POSITIVE,0.609125246,0.242,0.655,139.0,0.96,0.0135,88.02,1896.0,3.2917914,8.4888525,10.9,1862.0,0.9896,5595.0,4.581,-0.24,0.796,0.89,295.0618,48.798168,0
9037,7119481,K00566.02,,CANDIDATE,CANDIDATE,14.1573717,0.138,3.786,130.0,1.1,0.1161,89.72,778.0,3.3878822,8.303003,9.3,66.0,0.316,6122.0,4.487,-0.18,0.964,1.041,292.31601,42.626251,1
9038,11147276,K07413.01,,FALSE POSITIVE,FALSE POSITIVE,1.566528935,1.033,3.2593,92500.0,49.66,0.0253,75.71,1551.0,338.22235,4630.5156,485.0,860.0,0.0,5883.0,4.471,-0.36,0.905,0.885,296.14212,48.702141,0
9039,11154043,K07414.01,,FALSE POSITIVE,FALSE POSITIVE,4.52977632,0.968,26.752,1580.0,12.22,0.0693,30.81,2264.0,4.609376,22.979578,55.2,232.0,0.7345,8912.0,4.05,0.07,2.299,2.164,298.64676,48.784649,0
9040,11182260,K07415.01,,CANDIDATE,CANDIDATE,1.291964282,0.461,1.8378,28600.0,10.97,0.0199,85.4,1249.0,64.46646,72.48936,45.8,822.0,0.9602,4995.0,4.624,-0.72,0.638,0.625,287.26074,48.846512,1
9041,11187972,K07416.01,,CANDIDATE,CANDIDATE,37.4646974,0.2,4.954,51.6,0.97,0.2238,89.8,677.0,4.338561,7.4136095,10.3,37.0,0.8625,6266.0,4.209,-0.22,1.342,1.06,290.478,48.854645,1
9044,8773015,K04301.02,,CANDIDATE,CANDIDATE,6.31915999,0.575,3.465,34.4,1.04,0.0693,87.14,1369.0,3.759319,8.191573,9.8,207.0,0.8461,6254.0,4.019,-0.26,1.706,1.11,298.20261,44.925831,1
9045,9883606,K04383.02,,CANDIDATE,CANDIDATE,2.58393841,0.229,2.169,49.4,0.77,0.0373,88.53,1470.0,8.547259,8.625569,8.5,495.0,0.7522,6164.0,4.378,-0.12,1.09,1.032,288.46909,46.78368,1
9047,9836563,K04421.02,,CANDIDATE,CANDIDATE,6.5595368,0.378,4.324,26.3,0.62,0.0708,88.0,1079.0,3.4668548,7.928007,10.1,192.0,0.5127,5950.0,4.323,0.14,1.196,1.1,294.12488,46.67289,1
9049,9100953,K04500.03,,CANDIDATE,CANDIDATE,14.7510068,0.75,2.25,381.0,1.7,0.1104,88.76,629.0,2.9552543,8.5887375,9.5,72.0,0.9223,5295.0,4.548,-0.1,0.8,0.825,295.90503,45.40543,1
9050,3830820,K06360.01,,FALSE POSITIVE,FALSE POSITIVE,15.58279473,0.759,3.76683,52800.0,14.0,0.1,88.59,397.0,241.9803,1355.6526,439.3,80.0,-1.0,3849.0,4.703,0.0,0.546,0.549,284.62024,38.969501,0
9051,3831523,K06361.01,,FALSE POSITIVE,FALSE POSITIVE,1.529283907,0.981,14.0075,54.8,2.26,0.0281,14.47,2550.0,3.6889956,11.668316,41.5,877.0,0.5175,6438.0,3.829,-0.36,2.266,1.263,284.89017,38.991505,0
9052,3834364,K06362.01,,FALSE POSITIVE,FALSE POSITIVE,2.908454772,1.113,2.6005,64300.0,40.85,0.0355,82.52,1153.0,286.7087,3704.027,252.8,460.0,0.0228,5631.0,4.518,-0.8,0.764,0.702,286.0722,38.972229,0
9053,3836413,K06363.01,,FALSE POSITIVE,FALSE POSITIVE,1.540396094,1.093,2.8044,55100.0,48.81,0.0262,74.77,1576.0,82.28213,704.6299,340.4,866.0,0.6064,5780.0,4.438,0.0,1.0,1.0,286.94046,38.923927,0
9054,3836439,K06364.01,,FALSE POSITIVE,FALSE POSITIVE,1.540395674,1.072,2.80168,70600.0,117.33,0.0299,75.9,2850.0,781.6583,7840.81,997.9,866.0,0.636,7394.0,3.897,-0.58,2.283,1.502,286.94843,38.928219,0
9055,3838004,K06365.01,,FALSE POSITIVE,FALSE POSITIVE,2.344138713,0.104,0.4495,111.0,2.43,0.0356,89.85,1797.0,3.5781844,8.760416,8.6,1145.0,0.9187,5313.0,3.835,-0.04,2.095,1.095,287.55768,38.912231,0
9056,3851134,K06366.01,,FALSE POSITIVE,FALSE POSITIVE,0.91849333,0.276,2.399,58.7,0.93,0.02,84.54,2205.0,3.8326497,9.039548,13.0,1459.0,0.9959,6469.0,4.385,0.07,1.193,1.26,291.69427,38.986462,0
9057,3851193,K06367.01,,FALSE POSITIVE,FALSE POSITIVE,1.341078755,0.309,3.86492,112000.0,41.8,0.025,84.9,1968.0,408.9253,7169.2666,1829.3,1009.0,0.0064,6368.0,4.323,-0.06,1.225,1.151,291.70963,38.92136,0
9063,10267121,K07609.01,,FALSE POSITIVE,FALSE POSITIVE,36.136968,0.296,15.42,152.0,1.3,0.2212,89.02,600.0,3.4118006,7.9458246,10.4,38.0,0.0848,6258.0,4.442,-0.12,1.046,1.102,288.91046,47.396709,0
9064,10341777,K07610.01,,FALSE POSITIVE,FALSE POSITIVE,0.933746709,0.057,3.435,18.6,0.36,0.0176,88.49,1893.0,5.2522593,10.910735,14.3,1438.0,0.3229,6302.0,4.535,-1.1,0.815,0.831,292.71817,47.469891,0
9065,10407271,K07611.01,,FALSE POSITIVE,FALSE POSITIVE,0.93376738,0.714,4.036,55.4,0.63,0.0171,61.68,1678.0,3.7797225,10.687607,16.5,1442.0,0.9037,5611.0,4.53,-0.54,0.787,0.764,292.86078,47.57457,0
9066,10471167,K07612.01,,FALSE POSITIVE,FALSE POSITIVE,0.93374073,0.009,4.296,148.0,0.84,0.0168,89.72,1371.0,3.8258924,10.339386,13.4,1443.0,0.9769,4753.0,4.585,-0.06,0.717,0.72,292.19189,47.690102,0
9067,10471174,K07613.01,,FALSE POSITIVE,FALSE POSITIVE,0.93369659,0.57,4.444,81.4,0.78,0.0182,68.2,1680.0,3.419501,8.41551,10.8,1224.0,0.9933,5619.0,4.558,-0.1,0.838,0.927,292.19583,47.661518,0
9068,10471345,K07614.01,,FALSE POSITIVE,FALSE POSITIVE,0.9337473,0.385,3.446,64.6,0.6,0.0174,79.11,1625.0,3.4886534,8.739529,9.5,1440.0,0.3882,5649.0,4.606,-0.5,0.741,0.841,292.26321,47.643478,0
9070,11463950,K07616.01,,FALSE POSITIVE,FALSE POSITIVE,4.0551242,0.008,12.0,149.0,3.13,0.0606,89.83,2013.0,4.5642247,11.53765,9.3,336.0,0.8314,7064.0,3.888,0.16,2.531,1.806,295.95383,49.374859,0
9072,11621897,K07618.01,,FALSE POSITIVE,FALSE POSITIVE,21.6817115,0.27,7.18,73.5,0.89,0.1566,89.31,713.0,4.16004,8.32201,6.9,64.0,0.5737,6297.0,4.448,-0.2,1.031,1.084,296.82455,49.68491,0
9075,4735826,K03184.03,,CANDIDATE,CANDIDATE,4.02018903,0.505,3.616,18.5,0.6,0.0502,86.09,1337.0,3.845631,9.124618,14.4,300.0,0.9461,5788.0,4.178,0.12,1.376,1.039,288.39529,39.872627,1
9076,9291039,K03230.02,,FALSE POSITIVE,FALSE POSITIVE,3.796383639,0.649,8.6711,31.1,0.71,0.0487,76.03,1323.0,5.070609,11.125593,24.5,270.0,0.9222,6017.0,4.3,0.04,1.21,1.064,295.71942,45.747559,0
9078,5003670,K04524.03,,CANDIDATE,CANDIDATE,3.33930957,0.934,2.597,91.3,1.2,0.0438,76.2,1205.0,3.5675344,8.40802,10.7,360.0,0.6773,5700.0,4.434,0.16,1.006,1.003,289.5484,40.1642,1
9079,4953173,K04676.02,,FALSE POSITIVE,FALSE POSITIVE,3.36379289,1.159,23.7,136.0,44.77,0.0489,9.73,1840.0,3.7904692,10.51384,36.9,400.0,0.8357,5947.0,3.814,0.18,2.407,1.378,298.74335,40.07214,0
9080,8973285,K04782.02,,CANDIDATE,CANDIDATE,4.29251656,1.007,4.254,250.0,3.66,0.0527,61.12,1144.0,3.438032,8.809927,11.0,265.0,0.5568,6032.0,4.485,-0.06,0.973,1.055,297.9487,45.255039,1
9081,2861126,K04957.02,,CANDIDATE,CANDIDATE,4.98792404,0.069,1.618,346.0,0.73,0.0425,89.83,485.0,3.2336745,8.656733,9.7,261.0,0.9826,3606.0,4.859,-0.2,0.395,0.413,293.2811,38.082241,1
9082,6363560,K05270.02,,FALSE POSITIVE,FALSE POSITIVE,0.907818056,0.037,1.679,29.5,0.55,0.0188,89.5,2012.0,3.8803325,11.369061,13.2,1471.0,0.9356,6210.0,4.456,-0.16,1.014,1.067,291.6535,41.741772,0
9084,7935997,K05447.02,Kepler-1629 b,CONFIRMED,CANDIDATE,3.87594316,0.025,2.314,58.6,0.68,0.0485,89.89,1081.0,3.5178986,10.725665,14.2,348.0,0.0121,5713.0,4.541,0.07,0.893,1.01,280.2066,43.774288,1
9085,8105398,K05475.02,,CANDIDATE,CANDIDATE,5.68325648,0.844,1.778,44.6,0.97,0.0584,86.4,1257.0,2.4699445,7.1500635,10.0,233.0,0.1707,6072.0,4.133,-0.76,1.286,0.818,294.49487,43.91362,1
9086,10535708,K05801.02,,FALSE POSITIVE,FALSE POSITIVE,0.93373761,0.041,3.303,58.7,1.0,0.0184,88.96,2073.0,3.4871702,8.886183,9.7,1442.0,0.7072,5534.0,4.17,0.14,1.326,0.948,292.11447,47.729462,0
9088,4737267,K06117.01,,FALSE POSITIVE,FALSE POSITIVE,9.524076544,0.313,10.4891,198000.0,151.0,0.0911,88.13,1390.0,1419.7094,12535.334,1942.5,0.0,-1.0,5180.0,3.428,-0.46,3.371,1.112,288.91531,39.804981,0
9089,5955321,K06140.01,,FALSE POSITIVE,FALSE POSITIVE,11.63785889,0.473,11.8851,428000.0,77.01,0.104,87.74,895.0,1716.9806,15089.309,2637.0,0.0,-1.0,6360.0,4.433,-0.2,1.058,1.105,290.18271,41.21664,0
9092,4862625,K06464.03,,CANDIDATE,CANDIDATE,541.742985,0.041,10.47,1040.0,3.39,1.3418,89.99,248.0,11.904207,17.805895,25.9,3.0,0.3725,6373.0,4.438,-0.24,1.047,1.094,298.21509,39.955101,1
9094,5211470,K06541.02,,FALSE POSITIVE,FALSE POSITIVE,0.938074536,1.196,1.9618,576.0,417.01,0.0224,38.92,5718.0,5.0387244,14.443006,36.1,1096.0,1.0,4697.0,2.204,-0.42,17.032,1.691,297.70847,40.30759,0
9095,6665064,K06751.02,,FALSE POSITIVE,FALSE POSITIVE,0.698359996,1.247,1.4959,774.0,28.97,0.0156,38.82,1990.0,3.4140449,12.203586,26.1,292.0,0.9476,5761.0,4.492,0.14,0.956,1.035,281.64999,42.132061,0
9097,3458687,K07543.01,,FALSE POSITIVE,FALSE POSITIVE,0.98376204,1.01,10.052,55.0,12.44,0.0241,7.83,4203.0,3.5279438,8.80291,25.2,1101.0,0.7707,6431.0,3.276,-0.42,5.294,1.932,295.08774,38.562061,0
9098,3749508,K07544.01,,FALSE POSITIVE,FALSE POSITIVE,2.403704619,1.007,0.8927,111.0,27.04,0.0503,75.56,3903.0,3.037881,10.0181265,1.4,571.0,0.3038,6244.0,2.897,0.07,10.105,2.936,292.1059,38.83622,0
9099,3955867,K07545.01,,FALSE POSITIVE,FALSE POSITIVE,33.65766894,0.306,40.787,15400.0,78.44,0.1949,87.41,1211.0,46.60813,205.55244,519.2,38.0,0.0,4774.0,2.759,-0.32,6.447,0.871,291.93008,39.072079,0
9101,4074294,K07547.01,,FALSE POSITIVE,FALSE POSITIVE,0.892988877,0.71,2.4428,85.0,2.94,0.0208,70.88,3285.0,3.3761787,7.790252,43.8,1200.0,0.826,6228.0,3.668,-0.08,2.975,1.504,295.72275,39.183449,0
9102,4380560,K07548.01,,FALSE POSITIVE,FALSE POSITIVE,0.705816203,1.133,5.55,149.0,15.33,0.0158,9.7,2109.0,3.5316377,9.831114,19.6,1232.0,0.6954,6106.0,4.487,-0.16,0.966,1.043,295.3815,39.453732,0
9105,4483235,K07550.01,,FALSE POSITIVE,FALSE POSITIVE,1.7609276,0.29,5.189,57.3,1.53,0.0361,83.55,2860.0,3.881573,13.6367035,26.1,608.0,0.5596,8784.0,4.156,0.07,1.967,2.017,296.23389,39.560089,0
9110,5024414,K07555.01,,FALSE POSITIVE,FALSE POSITIVE,1.525924746,0.208,1.955,74.1,8.86,0.0357,87.98,3786.0,4.2691593,8.32597,11.9,700.0,0.6303,5000.0,2.81,0.07,10.533,2.615,295.31638,40.18652,0
9115,5598645,K07560.01,,FALSE POSITIVE,FALSE POSITIVE,0.648772102,0.368,2.614,31.1,2.6,0.016,78.78,3758.0,3.5814385,8.239934,15.0,1602.0,1.0,4973.0,3.208,-0.14,4.708,1.306,283.78003,40.818779,0
9118,5908086,K07563.01,,FALSE POSITIVE,FALSE POSITIVE,0.93705132,0.773,4.808,51.5,6.09,0.0261,53.27,5094.0,4.0371485,11.689283,17.3,1431.0,0.6143,6691.0,3.088,0.07,7.781,2.703,299.64996,41.113209,0
9125,5602588,K02369.03,,CANDIDATE,CANDIDATE,7.2274321,0.003,4.967,173.0,1.28,0.0744,89.99,967.0,3.0982773,7.709472,9.2,131.0,0.8102,6075.0,4.486,-0.12,0.969,1.048,285.72079,40.85696,1
9126,6590362,K07570.01,,FALSE POSITIVE,FALSE POSITIVE,0.592618966,0.083,0.811,91.4,0.86,0.0137,89.15,2103.0,4.143678,10.950261,14.9,2263.0,0.988,5926.0,4.532,-0.2,0.887,0.978,286.45126,42.012489,0
9127,6628740,K07571.01,,FALSE POSITIVE,FALSE POSITIVE,0.532854237,0.618,3.231,50.9,1.21,0.0133,60.98,3042.0,3.7373984,9.753922,27.9,2513.0,0.6074,6266.0,4.067,-0.22,1.613,1.108,297.58078,42.061459,0
9129,7031126,K07573.01,,FALSE POSITIVE,FALSE POSITIVE,0.566802672,0.128,3.545,31.7,1.08,0.0127,84.63,2791.0,3.608351,8.546892,14.3,2373.0,0.5889,5102.0,3.787,-0.32,1.961,0.86,290.98584,42.595551,0
9130,7031208,K07574.01,,FALSE POSITIVE,FALSE POSITIVE,0.566796331,0.981,5.194,115.0,1.5,0.0138,12.68,2411.0,3.832677,10.296306,33.3,2009.0,0.8584,6319.0,4.447,-0.22,1.032,1.084,291.0116,42.553822,0
9131,7031742,K07575.01,,FALSE POSITIVE,FALSE POSITIVE,0.566785459,0.588,2.893,63.8,0.84,0.0139,66.0,2280.0,3.0553424,11.893497,16.5,2371.0,0.906,6063.0,4.476,0.07,1.012,1.117,291.19305,42.556541,0
9132,7032568,K07576.01,,FALSE POSITIVE,FALSE POSITIVE,0.566792936,0.467,2.846,23.0,0.79,0.0133,72.22,3114.0,11.816941,10.835607,14.3,2375.0,0.8296,6432.0,4.018,-0.72,1.603,0.977,291.46033,42.581261,0
9133,7032687,K07577.01,,FALSE POSITIVE,FALSE POSITIVE,0.5668004,0.593,3.813,93.2,0.88,0.0133,60.78,2222.0,3.574189,9.035715,18.3,2011.0,0.9954,6215.0,4.543,-0.5,0.872,0.968,291.49487,42.53331,0
9135,7116282,K07579.01,,FALSE POSITIVE,FALSE POSITIVE,0.566798676,0.01,2.777,59.9,0.68,0.0124,89.66,2051.0,3.5324776,8.358847,12.8,2316.0,1.0,5490.0,4.436,-0.28,0.887,0.783,291.3284,42.643028,0
9136,7116859,K07580.01,,FALSE POSITIVE,FALSE POSITIVE,0.5667638,0.158,1.73,64.5,0.75,0.0128,86.48,2178.0,3.9401639,7.335228,2.4,2009.0,0.8342,5766.0,4.433,-0.26,0.94,0.874,291.49725,42.618191,0
