rowid,id,koi_name,kepler_name,planet_status,data_disposition,period,impact_parameter,transit_duration,transit_depth,radius,sma,inclination,eq_temp,mse_stat,mme_stat,signal_to_noise,num_transits,oedc_stat,stellar_eff_temp,stellar_surf_grav,stellar_metal,stellar_radius,stellar_mass,ra,dec
9209,5637036,K08102.01,,FALSE POSITIVE,FALSE POSITIVE,171.046664,0.387,2.438,7.31E+02,32.31,0.8335,89.96,827,6.155832,7.859926,9.8,4,-1,4932,2.697,0.07,12.048,2.632,296.42337,40.892471
9210,5647008,K08103.01,,FALSE POSITIVE,FALSE POSITIVE,0.799868354,1.274,6.613,4.93E+03,34.7,0.0161,22.91,1816,26.851173,41.60894,251.4,1670,0.9302,5568,4.488,-0.12,0.882,0.873,298.52679,40.858391
9211,10385708,K08206.01,,FALSE POSITIVE,FALSE POSITIVE,345.7671,0.391,15.38,2.13E+02,2.5,1.0008,89.86,336,8.747722,10.301572,12.3,4,0.1903,5845,4.024,0.08,1.702,1.115,282.21188,47.577
9212,10404545,K08207.01,,FALSE POSITIVE,FALSE POSITIVE,350.34114,0.01,16.97,1.36E+03,2.5,0.8887,90,202,7.9506497,8.45378,16.4,4,0.8903,5188,4.642,-0.38,0.69,0.768,291.75497,47.549332
9213,10425070,K08208.01,,FALSE POSITIVE,FALSE POSITIVE,363.97165,1.394,5.702,1.97E+03,40.48,0.976,89.55,231,6.706191,7.448296,8.5,3,0.1071,5648,4.559,-0.1,0.841,0.939,298.68832,47.513821
9214,10425070,K08208.02,,FALSE POSITIVE,FALSE POSITIVE,395.23753,0.629,18.494,1.30E+03,3.17,1.0311,89.73,225,6.3067875,7.134018,13.4,3,0.05,5648,4.559,-0.1,0.841,0.939,298.68832,47.513821
9215,10461045,K08209.01,,FALSE POSITIVE,FALSE POSITIVE,385.97241,0.444,12.167,1.62E+02,1.72,1.0967,89.88,325,5.8378625,7.6664257,10.8,3,0.5814,6732,4.271,-0.36,1.316,1.185,287.82239,47.690208
9216,10493253,K08210.01,,FALSE POSITIVE,FALSE POSITIVE,89.667675,0.324,3.726,1.42E+03,78.77,0.5005,89.9,1364,5.852564,7.9720397,7,3,0.0882,4742,2.099,-0.5,21.291,2.075,299.40509,47.620991
9217,10515564,K08211.01,,CANDIDATE,CANDIDATE,5.0487451,0.133,4.007,6.76E+01,0.67,0.0565,89.21,922,3.1951354,7.110107,7.7,257,0.0371,5450,4.573,0.07,0.83,0.939,282.05078,47.743992
9218,10321927,K07997.01,,FALSE POSITIVE,FALSE POSITIVE,321.02094,0.295,7.51,5.93E+02,1.96,0.8315,89.95,232,5.177823,7.4592237,8.5,4,0.8303,5334,4.492,-0.32,0.81,0.743,283.17575,47.401718
9219,10321972,K07998.01,,CANDIDATE,CANDIDATE,122.11555,0.23,16.07,1.10E+03,2.96,0.4405,89.77,351,6.0178876,7.902305,12.2,3,0.6287,5592,4.418,-0.42,0.894,0.764,283.2048,47.478271
9220,10322797,K07999.01,,FALSE POSITIVE,FALSE POSITIVE,1.213742728,0.627,3.596,3.17E+01,1.18,0.0244,73.19,2599,5.7485137,11.828938,20.3,1104,0.5079,6532,3.961,-0.2,1.987,1.319,283.66428,47.40097
9221,10331279,K08000.01,,CANDIDATE,CANDIDATE,225.48805,0.817,19.46,3.80E+02,1.7,0.6861,89.13,267,5.3126163,8.716486,11.6,7,0.002,5663,4.579,-0.38,0.782,0.847,288.27457,47.495781
9222,10338529,K08002.01,,FALSE POSITIVE,FALSE POSITIVE,366.74866,0.663,12.446,4.19E+02,2.35,1.0052,89.78,281,4.5922475,7.171099,9.1,4,0.4938,6136,4.368,-0.18,1.087,1.005,291.46838,47.4674
9223,10340212,K08003.01,,FALSE POSITIVE,FALSE POSITIVE,0.93374894,0.457,4.637,2.26E+02,0.18,0.0085,73.02,433,3.464341,8.501308,9.3,1409,0.163,2661,5.283,0,0.116,0.094,292.11115,47.452293
9224,10383729,K08004.01,,FALSE POSITIVE,FALSE POSITIVE,0.734548624,0.747,2.207,5.86E+01,0.84,0.0165,67.08,2082,6.6566963,11.86967,25.1,1823,0.7924,6046,4.478,0.07,1.007,1.111,280.90179,47.526241
9225,5709226,K08104.01,,FALSE POSITIVE,FALSE POSITIVE,317.99484,0.405,7.28,7.19E+02,2.22,0.8831,89.93,241,8.478822,9.949626,8.4,4,0.0633,5665,4.568,-0.2,0.82,0.916,292.96835,40.954239
9226,5775090,K08105.01,,FALSE POSITIVE,FALSE POSITIVE,432.96732,0.189,10.85,8.66E+02,1.64,0.9487,89.96,151,6.2427464,7.3089366,10,3,0.0466,4403,4.7,-0.46,0.576,0.606,286.24023,41.022572
9227,5791705,K08106.01,,FALSE POSITIVE,FALSE POSITIVE,614.39054,0.11,9.312,2.89E+02,2.43,1.4863,89.99,269,6.8848777,8.586791,10.2,3,0.0998,6228,4.193,0,1.427,1.156,292.06931,41.042858
9228,5802205,K08107.01,,CANDIDATE,CANDIDATE,578.88761,0.24,18.521,7.68E+01,1.69,1.4388,89.94,315,5.54864,7.586177,15.1,3,0.0104,6180,3.946,-0.14,1.917,1.185,295.08749,41.037395
9229,5812648,K08108.01,,FALSE POSITIVE,FALSE POSITIVE,238.561202,0.732,11.9,2.60E+02,5.75,0.8609,89.61,568,5.9395604,8.2426,16.4,6,0.2003,6565,3.573,-0.52,3.308,1.493,297.44507,41.010571
9230,5858919,K08109.01,,CANDIDATE,CANDIDATE,218.771117,0.95,3.201,1.40E+02,250.2,0.802,89.71,1997,5.464759,7.563608,8.4,4,0.3903,3297,0.236,0.08,151.184,1.436,285.29388,41.1026
9231,5872139,K08110.01,,FALSE POSITIVE,FALSE POSITIVE,375.17737,0.405,20.52,1.23E+03,3.64,1.059,89.83,264,5.4372683,7.54234,13.7,3,0.7013,6089,4.468,0.07,1.024,1.125,290.42435,41.183498
9232,10519701,K08212.01,,FALSE POSITIVE,FALSE POSITIVE,334.87402,1.165,35.42,3.88E+02,47.48,1.031,85.78,408,6.682193,8.831488,19.1,4,0.9957,6122,3.811,-0.12,2.348,1.299,284.42633,47.737759
9233,10664150,K08213.01,,FALSE POSITIVE,FALSE POSITIVE,370.2402,1.239,31.46,1.27E+03,29.24,1.0198,87.45,270,5.125671,7.294347,20.5,4,0.2935,6296,4.481,-0.36,0.966,1.03,291.29425,47.944511
9234,10735575,K08214.01,,FALSE POSITIVE,FALSE POSITIVE,1.6749812,0.382,2.707,9.40E+01,79.51,0.0316,85.09,8986,5.9466558,27.426477,8.9,796,0.4015,3940,0.76,-0.64,84.461,1.498,293.57895,48.00602
9235,10753394,K08215.01,,FALSE POSITIVE,FALSE POSITIVE,288.678554,0.717,9.197,2.43E+02,0.96,0.7051,89.76,172,6.382781,7.4252834,10.8,4,0.4202,4326,4.667,-0.54,0.575,0.56,298.98932,48.077171
9236,10875937,K08216.01,,FALSE POSITIVE,FALSE POSITIVE,307.9473572,0.966,15,1.13E+04,76.66,0.854,88.17,492,11.398235,11.256061,16.5,4,-1,4878,3.08,,4.461,0.874,297.23099,48.223919
9237,10907307,K08217.01,,CANDIDATE,CANDIDATE,277.25118,0.932,8.742,1.52E+03,5.02,0.8073,89.53,304,13.195917,14.273721,15.3,3,0.3902,6046,4.357,-0.4,1.048,0.91,284.74127,48.34367
9238,11087662,K08218.01,,FALSE POSITIVE,FALSE POSITIVE,264.63654,1.247,42.77,4.32E+02,42.55,0.8644,83.16,376,4.0747476,7.2580624,28.2,5,0.996,6564,4.198,-0.18,1.461,1.235,293.60757,48.658379
9239,10389280,K08005.01,,FALSE POSITIVE,FALSE POSITIVE,375.408923,0.529,11.438,8.73E+01,4.48,1.5434,89.86,858,7.195658,9.834385,15.3,4,0.0134,11357,3.667,0.07,4.528,3.472,284.34103,47.55378
9240,10397315,K08006.01,,FALSE POSITIVE,FALSE POSITIVE,2.17812769,0.533,1.645,6.17E+01,0.78,0.0334,86.47,1421,3.4203615,8.4102,10.4,616,0.2361,6014,4.494,-0.08,0.958,1.043,288.61859,47.557201
9241,10403228,K08007.01,,CANDIDATE,CANDIDATE,67.17662686,1.236,3.1147,1.69E+03,9.66,0.2177,88.78,179,7.6351233,9.069462,5.9,5,0.4857,3391,4.936,0,0.311,0.304,291.22672,47.54998
9242,10405224,K08008.01,,FALSE POSITIVE,FALSE POSITIVE,0.93378068,0.251,3.706,7.27E+01,0.63,0.0175,82.72,1427,4.032557,8.307386,9.2,1442,0.9253,4938,4.601,0.14,0.753,0.836,292.0274,47.509682
9243,10405482,K08009.01,,FALSE POSITIVE,FALSE POSITIVE,0.93373895,0.259,4.156,3.96E+01,0.64,0.0191,81.67,1993,3.0728662,7.742544,10.5,1443,0.9981,6223,4.459,-0.2,1.006,1.063,292.13193,47.56374
9244,10405546,K08010.01,,FALSE POSITIVE,FALSE POSITIVE,0.93373718,0.29,2.582,1.89E+01,0.48,0.0195,83.89,2097,4.4824533,8.6427,8.4,1437,0.9344,6367,4.419,-0.14,1.087,1.131,292.15488,47.562019
9245,10407191,K08011.01,,CANDIDATE,CANDIDATE,0.93420696,,3.5,,,,,,34.105667,131.59013,,30,-1,,,,,,292.832,47.507389
9246,5955197,K08111.01,,CANDIDATE,CANDIDATE,359.33831,0.176,18.566,9.78E+02,2.33,0.8852,89.93,216,6.132782,7.861852,15.8,4,0.685,5316,4.539,-0.46,0.753,0.715,290.14304,41.27755
9247,5955427,K08112.01,,FALSE POSITIVE,FALSE POSITIVE,213.201978,0.214,15.396,6.97E+02,1.91,0.6332,89.88,221,7.422201,7.8583794,12.9,6,0.0401,4594,4.557,0.26,0.752,0.744,290.2196,41.246811
9248,5956977,K08113.01,,FALSE POSITIVE,FALSE POSITIVE,77.773042,0.558,2.285,4.33E+02,15.03,0.3422,89.86,955,4.4401097,7.51491,7.7,17,0.2432,4763,2.685,-0.36,7.068,0.882,290.71783,41.247318
9249,6043574,K08114.01,,FALSE POSITIVE,FALSE POSITIVE,381.782641,1.204,4.52,3.68E+02,55.75,1.1108,89.5,384,4.5417347,7.113357,8.6,4,0.6343,6056,3.816,-0.18,2.29,1.252,292.19037,41.31144
9250,6049470,K08115.01,,FALSE POSITIVE,FALSE POSITIVE,354.7897,0.449,12.62,8.10E+01,0.47,0.7963,89.87,134,9.358625,10.831279,9.2,4,0.0053,3778,4.742,0,0.515,0.533,293.96423,41.318802
9251,6105359,K08116.01,,FALSE POSITIVE,FALSE POSITIVE,235.544698,0.005,8.93,2.99E+02,2.13,0.7488,90,316,5.2174573,7.1159897,9.2,5,0.6288,5533,4.244,0.38,1.255,1.009,284.93216,41.45401
9252,6114140,K08117.01,,CANDIDATE,CANDIDATE,0.933745798,0.961,6.447,6.14E+02,3.45,0.0195,26.09,2097,24.299774,43.466732,75.3,1441,0.0681,6367,4.419,-0.14,1.087,1.131,288.7709,41.412571
9253,11099109,K08219.01,,FALSE POSITIVE,FALSE POSITIVE,115.28415,0.39,11.39,4.15E+02,2.05,0.4646,89.69,374,9.840959,10.039756,9.5,3,0.206,5780,4.438,0,1,1,298.18619,48.685757
9254,11124353,K08220.01,,FALSE POSITIVE,FALSE POSITIVE,423.73074,0.37,19.4,8.35E+02,2.48,1.0853,89.87,225,4.86254,7.6106863,12.1,3,0.1286,5743,4.553,-0.14,0.853,0.949,284.29269,48.704021
9255,11338091,K08221.01,,CANDIDATE,CANDIDATE,293.38641,0.537,15.23,9.49E+01,1.35,0.8842,89.76,347,5.7457824,7.3776317,13.4,4,0.0022,6392,4.213,-0.28,1.34,1.067,284.79071,49.125359
9256,11400356,K08222.01,,FALSE POSITIVE,FALSE POSITIVE,677.56282,0.537,10.53,6.31E+02,2.24,1.4207,89.93,190,6.0327725,7.4638596,8.5,3,0.9691,5511,4.477,-0.18,0.872,0.833,290.47623,49.20261
9257,11446424,K08223.01,,CANDIDATE,CANDIDATE,66.716453,0.548,3.855,6.26E+02,2.2,0.3067,89.73,402,3.9829998,7.5206037,8.1,14,0.0141,5447,4.506,-0.06,0.859,0.864,286.79462,49.347591
9258,11449696,K08224.01,,FALSE POSITIVE,FALSE POSITIVE,371.21205,0.357,19.95,7.20E+02,2.55,1.0155,89.85,259,6.4094787,7.446954,12.9,4,0.3607,6106,4.497,-0.24,0.94,1.013,288.81409,49.35561
9259,11456839,K08225.01,,FALSE POSITIVE,FALSE POSITIVE,190.783023,0.088,4.069,1.39E+03,71.66,0.9897,89.99,989,8.93681,8.991948,9.5,3,-1,5013,2.394,0.07,19.813,3.549,292.73511,49.330639
9260,10452252,K08012.01,,CANDIDATE,CANDIDATE,34.57371851,0.22,2.1742,3.99E+02,0.42,0.1219,89.9,199,4.8710995,7.660442,5.7,36,-1,3374,5.066,-0.36,0.218,0.202,283.15057,47.671967
9261,10462462,K08013.01,,FALSE POSITIVE,FALSE POSITIVE,0.85581563,,10.27,,,,,,7.62834,31.968304,,77,-1,,,,,,288.49582,47.640781
9262,10470882,K08014.01,,FALSE POSITIVE,FALSE POSITIVE,0.9337491,0.084,3.842,9.81E+01,0.79,0.018,87.54,1662,3.220278,9.449483,12.6,1220,0.4808,5628,4.575,-0.22,0.808,0.903,292.08099,47.613461
9263,10470993,K08015.01,,FALSE POSITIVE,FALSE POSITIVE,0.93374417,0.277,3.385,3.13E+01,0.64,0.0197,82.53,2126,3.2587774,8.961337,9.9,1440,0.9967,6363,4.399,-0.04,1.131,1.17,292.12277,47.646069
9264,10471005,K08016.01,,FALSE POSITIVE,FALSE POSITIVE,0.93374635,0.096,3.074,3.43E+01,0.63,0.0186,87.7,1895,3.397076,7.839946,7.3,1440,0.9715,5593,4.349,0.22,1.094,0.976,292.12784,47.614342
9265,10471055,K08017.01,,FALSE POSITIVE,FALSE POSITIVE,0.9337465,0.167,3.629,4.99E+01,0.63,0.0185,85.33,1863,3.3397977,10.029812,11.6,1221,0.9448,6102,4.528,-0.38,0.887,0.968,292.14102,47.62624
9266,10471204,K08018.01,,FALSE POSITIVE,FALSE POSITIVE,0.93371631,0.401,4.344,6.13E+01,0.7,0.0186,76.06,1743,4.6923723,8.372116,10.3,1441,0.4476,5734,4.538,-0.02,0.883,0.982,292.20523,47.6483
9267,6119605,K08118.01,,FALSE POSITIVE,FALSE POSITIVE,260.02265,0.842,12.009,2.06E+03,3.13,0.6915,89.53,217,8.620699,11.023978,25.7,5,0.1015,5250,4.684,-1.02,0.608,0.65,290.51993,41.46513
9268,6230649,K08119.01,,FALSE POSITIVE,FALSE POSITIVE,443.66,1.194,7.99,3.61E+02,33.2,1.1554,89.23,331,10.358602,11.249644,6.3,3,0,6743,4.144,-0.68,1.433,1.043,298.46213,41.5256
9269,6286633,K08120.01,,FALSE POSITIVE,FALSE POSITIVE,366.28999,0.654,10.869,2.57E+03,68.39,1.4591,89.82,666,12.140797,12.306401,11.9,4,0.696,5083,2.708,0.07,12.868,3.083,292.32611,41.671761
9270,6451125,K08121.01,,FALSE POSITIVE,FALSE POSITIVE,72.6549842,1.141,5.503,3.89E+02,34.52,0.3605,87.02,699,6.4216037,10.73477,22.1,18,0.9969,6793,3.926,-0.6,1.96,1.181,294.42145,41.8969
9271,6507334,K08122.01,,CANDIDATE,CANDIDATE,54.75388384,0.009,2.0865,4.42E+02,2.21,0.292,90,521,6.2168636,9.358782,0.9,24,0.6764,6242,4.442,-0.1,1.047,1.104,286.47037,41.994789
9272,6516529,K08123.01,,FALSE POSITIVE,FALSE POSITIVE,379.42818,0.006,11.24,4.04E+02,1.89,1.0262,90,252,7.4851556,8.058489,11.1,3,0.9083,5947,4.487,-0.12,0.945,1,289.98419,41.918591
9273,6521526,K08124.01,,FALSE POSITIVE,FALSE POSITIVE,103.039788,0.039,14.197,1.37E+03,2.05,0.3592,89.96,210,7.790064,8.669573,15.9,12,0.2782,3749,4.674,0.56,0.581,0.582,291.52393,41.94294
9274,11501492,K08226.01,,FALSE POSITIVE,FALSE POSITIVE,371.90464,0.922,25.36,5.19E+02,2.88,1.0493,88.95,271,6.4963613,7.6460996,14.4,4,0.1113,6164,4.446,-0.02,1.045,1.109,288.72406,49.466091
9275,11558217,K08227.01,,FALSE POSITIVE,FALSE POSITIVE,362.85801,0.626,17.03,1.52E+02,1.9,1.045,89.72,353,7.0367465,8.54988,10.1,4,0,6740,4.165,-0.44,1.471,1.155,291.34402,49.577091
9276,11649292,K08228.01,,FALSE POSITIVE,FALSE POSITIVE,384.558321,0.947,4.76,1.33E+03,14.33,1.0318,89.8,382,7.4309497,8.253642,10.1,3,0.2426,5078,3.479,-0.36,3,0.989,284.10953,49.733379
9277,11760931,K08229.01,,FALSE POSITIVE,FALSE POSITIVE,397.72733,0.013,11.683,2.33E+02,1.48,1.0781,90,253,5.3882704,7.4239483,9,4,0.4043,6032,4.485,-0.06,0.973,1.055,290.60349,49.99242
9278,11854061,K08230.01,,FALSE POSITIVE,FALSE POSITIVE,504.88419,1.26,20.18,5.06E+03,25.19,1.0703,89.23,157,8.550335,8.720685,15.9,3,0.3217,4559,4.612,-0.26,0.655,0.641,285.73474,50.124962
9279,11868122,K08231.01,,FALSE POSITIVE,FALSE POSITIVE,384.92275,0.288,9.98,1.85E+02,1.64,0.9595,89.94,298,6.5944796,8.059101,7.2,4,0.1864,6070,4.186,-0.8,1.191,0.794,293.96844,50.178219
9280,11872364,K08232.01,,CANDIDATE,CANDIDATE,189.183958,0.68,6.829,1.01E+03,3.31,0.6103,89.76,312,7.338282,9.35373,11.2,8,-1,5573,4.382,-0.14,0.981,0.845,295.86533,50.13348
9281,10471243,K08019.01,,FALSE POSITIVE,FALSE POSITIVE,0.93376131,0.312,3.747,5.56E+01,0.61,0.0181,80.72,1682,3.3865256,8.714329,10.5,1440,0.6766,5665,4.568,-0.2,0.82,0.916,292.22083,47.635689
9282,10471296,K08020.01,,FALSE POSITIVE,FALSE POSITIVE,0.93377253,0.004,2.544,3.00E+01,0.43,0.0179,89.91,1644,4.2303095,7.283076,8.4,1436,0.9978,5595,4.581,-0.24,0.796,0.89,292.24588,47.63343
9283,10535886,K08021.01,,FALSE POSITIVE,FALSE POSITIVE,0.93376021,0.297,3.182,5.65E+01,0.4,0.0153,82.41,1019,3.2390294,7.4996095,9.5,1439,0.795,3885,4.71,-0.1,0.54,0.545,292.17847,47.750751
9284,10535897,K08022.01,,FALSE POSITIVE,FALSE POSITIVE,0.93372008,0.413,2.591,1.70E+01,0.41,0.0187,80.88,1990,3.1863334,7.328449,7.9,1438,0.9747,6221,4.452,-0.32,0.983,0.995,292.18378,47.722832
9285,10535926,K08023.01,,FALSE POSITIVE,FALSE POSITIVE,0.93373591,0.21,4.517,3.51E+01,0.57,0.0185,82.8,1904,3.3167045,7.846678,10.8,1440,0.6658,6028,4.47,-0.26,0.95,0.969,292.19623,47.76659
9286,10535991,K08024.01,,FALSE POSITIVE,FALSE POSITIVE,0.93374911,0.505,3.504,5.78E+01,0.66,0.0183,74.71,1793,3.5266862,8.053959,8.4,1439,0.97,5978,4.554,-0.38,0.846,0.932,292.2276,47.746262
9287,10536177,K08025.01,,FALSE POSITIVE,FALSE POSITIVE,0.93372261,0.534,3.052,3.12E+01,0.59,0.0186,75.43,1949,3.6911924,7.943396,8.2,1439,0.6172,5984,4.419,-0.14,1.017,0.991,292.31165,47.72583
9288,6600492,K08125.01,,FALSE POSITIVE,FALSE POSITIVE,312.61007,0.601,14.85,4.39E+02,2.01,0.914,89.74,258,8.6571865,10.018782,11.9,5,0.596,5818,4.523,0.07,0.925,1.039,290.08203,42.071129
9289,6685403,K08126.01,,FALSE POSITIVE,FALSE POSITIVE,429.60143,0.025,18.11,1.00E+03,2.74,1.0729,89.99,223,7.190926,7.777109,12.2,4,0.1979,5587,4.502,-0.1,0.877,0.891,289.96942,42.138859
9290,6846544,K08127.01,,FALSE POSITIVE,FALSE POSITIVE,499.88159,0.671,13.39,1.84E+02,2.61,1.3018,89.82,338,6.13488,7.215234,12.4,3,0.0968,6486,3.992,-0.32,1.812,1.174,286.08136,42.30574
9291,6848529,K08128.01,,FALSE POSITIVE,FALSE POSITIVE,197.37704,1.277,18.71,2.26E+02,84.37,0.9437,84.65,815,7.068997,8.287655,15.1,6,0.0054,10974,4.041,0.07,2.677,2.873,286.91888,42.306129
9292,6887321,K08129.01,,FALSE POSITIVE,FALSE POSITIVE,1.65746034,0.193,4.572,2.29E+01,0.54,0.0273,86.04,1663,3.7539244,7.3753715,9.1,806,0.6031,5860,4.326,-0.02,1.13,0.987,297.92798,42.310829
9293,6953281,K08130.01,,FALSE POSITIVE,FALSE POSITIVE,0.566799395,0.042,1.5368,2.31E+02,1.65,0.0139,89.17,2448,5.586859,9.24758,33.7,2302,0.912,6322,4.426,-0.12,1.075,1.124,293.26727,42.42807
9294,7020168,K08131.01,,FALSE POSITIVE,FALSE POSITIVE,203.8406,0.04,9.33,2.27E+02,2.41,0.6522,89.99,385,5.9334483,8.275805,8.6,6,0.3933,5548,3.97,-0.32,1.616,0.889,287.24051,42.573139
9295,12012872,K08233.01,,FALSE POSITIVE,FALSE POSITIVE,14.395425,0.398,5.12,1.15E+02,0.85,0.1102,88.86,672,4.5280185,7.164427,9.4,93,0.2231,5715,4.586,-0.4,0.782,0.872,291.48068,50.47366
9296,12069319,K08234.01,,FALSE POSITIVE,FALSE POSITIVE,231.157554,0.749,8.489,8.46E+02,37.37,1.0732,89.71,789,6.5805106,7.2638607,17.4,3,0.8247,5386,2.78,0.07,11.839,3.083,295.39795,50.539268
9297,12121118,K08235.01,,FALSE POSITIVE,FALSE POSITIVE,495.06538,0.341,21.09,4.17E+02,2,1.2451,89.89,236,6.538882,7.30823,13.2,3,0.0471,6075,4.486,-0.12,0.969,1.048,296.65671,50.68721
9298,12252732,K08236.01,,FALSE POSITIVE,FALSE POSITIVE,595.78152,0.164,15.97,8.49E+01,1.18,1.3209,89.97,245,6.94594,7.808413,10.6,3,0.5299,5618,4.155,-0.18,1.288,0.865,288.19321,50.921619
9299,12554051,K08237.01,,FALSE POSITIVE,FALSE POSITIVE,365.709623,0.338,13.553,1.03E+03,26.93,1.0423,89.9,604,6.1989965,7.3431087,15.1,4,0.9388,4787,2.629,-0.3,8.522,1.129,288.81714,51.592911
9300,12554485,K08238.01,,CANDIDATE,CANDIDATE,495.662346,0.949,4.428,6.76E+02,2.73,1.1347,89.84,207,5.451124,8.735098,10.2,3,0.7302,5515,4.509,-0.34,0.82,0.791,289.09082,51.532009
9301,12555140,K08239.01,,FALSE POSITIVE,FALSE POSITIVE,655.25732,0.141,20.05,2.68E+02,1.56,1.4786,89.97,226,5.662341,7.5713367,11.5,3,0.122,6420,4.492,-0.56,0.941,1.001,289.52121,51.57468
9302,10536241,K08026.01,,CANDIDATE,CANDIDATE,7.7529342,0.449,5.072,7.21E+01,0.93,0.0742,87.57,1002,4.260575,7.976704,9.2,173,0.9294,5975,4.335,-0.34,1.072,0.907,292.33951,47.746391
9303,10614845,K08027.01,,FALSE POSITIVE,FALSE POSITIVE,0.573762943,0.13,2.196,4.83E+01,0.39,0.0112,86.42,1538,7.4485526,9.232281,8.5,1864,-1,4891,4.683,-1.12,0.571,0.572,297.1684,47.821129
9304,10616829,K08028.01,,FALSE POSITIVE,FALSE POSITIVE,1.072934147,1.009,4.50475,9.69E+04,81.42,0.023,64.32,2523,420.0943,4700.6523,949,1003,0.0385,7031,4.222,-0.06,1.523,1.415,297.74243,47.891682
9305,10686909,K08029.01,,FALSE POSITIVE,FALSE POSITIVE,2.61854596,0.033,4.866,1.97E+01,1.18,0.0414,89.55,2008,2.941246,7.188303,8.1,412,0.7689,5657,3.721,0.02,2.682,1.38,299.06802,47.920029
9306,10730250,K08030.01,,FALSE POSITIVE,FALSE POSITIVE,13.66780903,0.212,2.7993,1.28E+02,0.91,0.1062,89.67,705,3.6250203,7.592254,2.6,98,0.3089,5796,4.556,-0.44,0.807,0.856,291.47424,48.026958
9307,10790401,K08031.01,,CANDIDATE,CANDIDATE,254.336707,0.728,8.585,3.98E+02,13.97,0.9935,89.74,586,5.283398,7.3345575,11.3,5,0.0896,5193,3.117,-0.2,6.502,2.018,289.0275,48.13792
9308,10801951,K08032.01,,FALSE POSITIVE,FALSE POSITIVE,1.105123883,0.685,3.001,6.67E+01,0.83,0.021,72.15,1755,3.358377,9.741476,20.7,1219,0.8633,5883,4.476,-0.04,0.959,1.005,293.76025,48.145248
9309,7049771,K08132.01,,FALSE POSITIVE,FALSE POSITIVE,381.85852,0.024,16.121,3.63E+02,8.3,1.0472,89.99,453,5.8421483,7.1882377,16,3,0.035,4959,3.155,-0.26,4.486,1.049,296.18787,42.57666
9310,7053328,K08133.01,,FALSE POSITIVE,FALSE POSITIVE,455.7707644,0.802,5.1149,3.41E+02,5.34,1.3393,89.89,419,7.734873,7.693774,11.6,3,0.7944,6785,3.788,-0.14,2.623,1.542,297.0069,42.597229
9311,7106437,K08134.01,,FALSE POSITIVE,FALSE POSITIVE,212.760495,0.036,3.703,1.96E+02,2.8,0.8041,90,485,4.3766294,7.255176,9.2,7,0.6252,7021,4.031,-0.06,1.976,1.526,288.08237,42.636909
9312,7117050,K08135.01,,FALSE POSITIVE,FALSE POSITIVE,73.836858,0.8,19.722,2.31E+02,25.09,0.4982,87.44,1143,10.509959,13.65705,13.1,19,0.6624,4769,2.583,0.36,14.706,3.02,291.55719,42.694649
9313,7185710,K08136.01,,FALSE POSITIVE,FALSE POSITIVE,160.243128,0.258,5.393,5.56E+02,15.72,0.7356,89.93,686,3.80906,7.2885313,10.2,7,0.0495,5128,3.091,-0.08,6.775,2.063,286.72119,42.778511
9314,7282872,K08137.01,,FALSE POSITIVE,FALSE POSITIVE,402.41511,0.281,5.156,7.81E+02,2.52,1.059,89.97,253,8.326171,8.864173,9.5,3,0.0438,6251,4.53,-0.5,0.889,0.977,292.04956,42.870251
9315,7340624,K08138.01,,FALSE POSITIVE,FALSE POSITIVE,369.28177,1.297,26.96,1.02E+03,34.25,1.0293,87.58,250,5.5626655,7.384065,13,4,0.1019,5900,4.509,0.07,0.951,1.065,283.32138,42.939289
9316,12647110,K08240.01,,FALSE POSITIVE,FALSE POSITIVE,462.463589,0.386,5.007,1.02E+03,8.92,1.103,89.97,355,5.323457,7.406854,13.2,3,0.9088,5059,3.466,-0.5,2.799,0.834,290.48471,51.72855
9317,12647757,K08241.01,,CANDIDATE,CANDIDATE,490.63941,0.015,16.5,2.69E+02,7.67,1.3982,90,412,5.7017007,7.4183087,9.6,3,0.0379,5037,3.252,-0.1,4.817,1.513,290.86276,51.701908
9318,3629119,K08242.01,,CANDIDATE,CANDIDATE,331.55459,0.001,5.35,2.89E+02,1.36,0.8995,90,240,4.879931,7.1282005,6.7,5,0.5727,5762,4.576,-0.36,0.801,0.892,286.04395,38.708801
9319,3662635,K08243.01,,FALSE POSITIVE,FALSE POSITIVE,0.939375593,0.987,2.8424,1.01E+05,52.18,0.0172,71.12,1936,154.00093,729.6484,317.3,1139,1,5826,4.345,-0.6,0.978,0.772,295.56934,38.726059
9320,3734501,K08244.01,,FALSE POSITIVE,FALSE POSITIVE,31.1911468,0.019,7.003,2.28E+02,9.36,0.2244,89.97,1131,3.752104,7.193638,11.4,27,0.034,4785,3.009,0.18,6.443,1.546,287.5589,38.88081
9321,4169315,K08245.01,,FALSE POSITIVE,FALSE POSITIVE,30.9587224,0.765,4.411,3.42E+02,2.34,0.2041,88.78,686,5.454655,9.175908,13.1,4,0.9814,6525,4.381,-0.14,1.161,1.183,294.33698,39.29496
9322,4446859,K08246.01,,CANDIDATE,CANDIDATE,425.64971,0.303,11.07,1.71E+02,1.58,1.0826,89.94,281,4.9392586,7.156312,7.6,4,0.9073,6067,4.253,-0.36,1.195,0.934,285.60822,39.5793
